,0,1,2,3,4
0,0.3293794,-1.3456804,0.046504453,-1.2791064,0.29458684
1,0.47488424,-1.2295178,0.07632208,-1.2286085,0.10767
2,0.44333735,-1.3116446,-0.033973645,-1.2339598,0.20193441
3,0.3838687,-1.284879,0.071697325,-1.2270976,0.2405945
4,0.43703142,-1.3636959,0.037584726,-1.1795847,0.20910536
5,0.33739164,-1.4045255,-0.020366471,-1.2463846,0.121157415
6,0.43333057,-1.3256118,0.06687977,-1.1600227,0.29774225
7,0.3122435,-1.3032051,-0.02803429,-1.2047646,0.23407458
8,0.30591136,-1.2524166,0.07504048,-1.1889423,0.24661623
9,0.4715134,-1.223951,-0.062434945,-1.2270212,0.18501788
10,0.39549738,-1.3262665,-0.04974564,-1.1589948,0.2957198
11,0.3102764,-1.2907703,0.0784488,-1.246858,0.2832092
12,0.38438332,-1.2657877,0.05152797,-1.1664573,0.21464863
13,0.40396234,-1.3739024,0.014850479,-1.1304436,0.2180265
14,0.46288106,-1.313166,-0.07053171,-1.1653117,0.12162849
15,0.3611265,-1.28805,-0.037268266,-1.1948512,0.25150615
16,0.39194137,-1.2464195,-0.047387514,-1.2018653,0.14447945
17,0.4650829,-1.240447,0.022446515,-1.2764716,0.26004148
18,0.45852837,-1.22446,0.09882732,-1.3276309,0.24757797
19,0.41489127,-1.2608091,0.040477466,-1.195778,0.19802907
20,0.45217824,-1.3056505,-0.042583063,-1.2257373,0.21710579
21,0.36792043,-1.31673,0.06752562,-1.2524631,0.2653911
22,0.3471504,-1.3482634,-0.03872271,-1.1907346,0.30297256
23,0.35921726,-1.2537934,-0.061020702,-1.2271513,0.29467997
24,0.31944743,-1.3312024,0.03780632,-1.2246598,0.13273636
25,0.4671464,-1.2950121,0.060873374,-1.2525356,0.14493032
26,0.33010823,-1.2797462,0.046974957,-1.2811899,0.15051356
27,0.29830623,-1.3084927,0.05038974,-1.2258807,0.17450573
28,0.40796304,-1.2609425,-0.06814833,-1.1994344,0.16016237
29,0.26888752,-1.3295283,0.0015149974,-1.3014723,0.28687865
30,0.278784,-1.3403788,-0.035398763,-1.2629464,0.19576915
31,0.4643126,-1.259448,0.04910384,-1.2266667,0.19382453
32,0.33657128,-1.278487,0.0254605,-1.2214973,0.21589795
33,0.39300224,-1.2910017,-0.035454266,-1.0753156,0.27141234
34,0.3055677,-1.2379277,0.0067324564,-1.2652566,0.12367882
35,0.45723668,-1.2775934,0.017676968,-1.2370449,0.08959186
36,0.42502457,-1.3127874,-0.07225409,-1.1878493,0.2825621
37,0.3655562,-1.3038278,0.10216242,-1.3017904,0.20473954
38,0.27416512,-1.2997074,0.10102456,-1.1271359,0.1717322
39,0.37808752,-1.2418303,0.079129554,-1.2023507,0.1503336
40,0.28871083,-1.2958708,-0.048303306,-1.2424943,0.11950662
41,0.32955378,-1.3493247,0.11311036,-1.1785803,0.15165998
42,0.41860613,-1.2549944,-0.036019992,-1.2459353,0.15271503
43,0.4335229,-1.2433426,-0.029501833,-1.2897048,0.15721609
44,0.31059548,-1.3725276,0.06865179,-1.1650876,0.20881802
45,0.33168095,-1.3200853,-0.015009813,-1.2857376,0.15856515
46,0.38952455,-1.3111421,-0.08452837,-1.1699032,0.12251615
47,0.35423854,-1.1949658,-0.06286291,-1.2274024,0.20373084
48,0.26531985,-1.2710072,0.012779122,-1.2441024,0.12142231
49,0.3607749,-1.257796,-0.01246724,-1.188088,0.22125198
50,0.30865145,-1.2289065,0.104077995,-1.284988,0.14800292
51,0.34361732,-1.3731978,-0.073440984,-1.1028372,0.2946181
52,0.45567077,-1.2623264,0.044439856,-1.1725509,0.27593037
53,0.32937986,-1.2689431,0.1076346,-1.2312003,0.27310684
