,0,1,2,3,4
0,0.40008134,-1.0998541,-0.3381842,-1.3342867,-0.16726515
1,0.44281152,-1.1989568,-0.42956975,-1.1606072,0.022717224
2,0.39556658,-1.2233363,-0.45662203,-1.2375021,-0.17119913
3,0.52043873,-1.1704127,-0.3589819,-1.2509209,0.030673612
4,0.48754936,-1.0902243,-0.40745932,-1.330251,0.0036364743
5,0.38098186,-1.160099,-0.39613146,-1.3240803,-0.09332512
6,0.3481083,-1.1997468,-0.38513935,-1.2743512,-0.15181746
7,0.49888209,-1.1053947,-0.32794508,-1.3743713,-0.0135692
8,0.47745457,-1.1621482,-0.45570362,-1.2622223,-0.0718845
9,0.38692495,-1.17074,-0.28458804,-1.2884252,-0.021235257
10,0.34403953,-1.180434,-0.47454584,-1.2745053,-0.14588289
11,0.35057458,-1.2133148,-0.3180795,-1.2772789,-0.1438057
12,0.4685176,-1.2494485,-0.49222904,-1.2895805,0.038252365
13,0.51496416,-1.2242341,-0.3819876,-1.2758559,-0.027940296
14,0.36319873,-1.1532819,-0.3487745,-1.309932,-0.008217684
15,0.37633377,-1.1948622,-0.46887627,-1.2634999,-0.05067789
16,0.32951912,-1.1964904,-0.4624164,-1.227689,-0.14253005
17,0.4300166,-1.1995463,-0.32811904,-1.2943087,-0.029829137
18,0.46557742,-1.1846627,-0.41809422,-1.2245613,-0.15832515
19,0.43767586,-1.188802,-0.38423413,-1.2401457,-0.014002798
20,0.44296193,-1.2127141,-0.32341015,-1.3234844,-0.096659854
21,0.37341562,-1.127585,-0.47748014,-1.281014,0.040190123
22,0.34447786,-1.2943946,-0.31513116,-1.2912258,-0.06839663
23,0.35463262,-1.1808783,-0.4700012,-1.2806545,-0.026536446
24,0.4626209,-1.1072305,-0.39067557,-1.2721846,0.018239642
25,0.37741768,-1.2153823,-0.34200257,-1.1767528,-0.0132577
26,0.35717595,-1.1478043,-0.43132454,-1.3078314,0.026863499
27,0.35422033,-1.2062625,-0.43943024,-1.2695299,-0.08583332
28,0.33190957,-1.2187692,-0.44801742,-1.2958691,-0.07140046
29,0.36719152,-1.1618392,-0.3909512,-1.2930443,0.03467545
30,0.39946455,-1.2225376,-0.43848336,-1.2037954,-0.11881743
31,0.3822969,-1.2394621,-0.3121242,-1.2989767,-0.16537984
32,0.45035148,-1.1573663,-0.37653285,-1.2826515,-0.046062414
33,0.39889258,-1.1638708,-0.41148773,-1.1880467,-0.031796284
34,0.43570426,-1.2127972,-0.36725077,-1.1634678,-0.03320388
35,0.38528556,-1.2898226,-0.37380463,-1.3141996,0.042390652
36,0.43997988,-1.046561,-0.36465788,-1.3391145,0.03207199
37,0.35078913,-1.1086917,-0.43674234,-1.273876,-0.07417607
38,0.29738867,-1.2047532,-0.42628798,-1.3201267,0.016633188
39,0.5069021,-1.1404504,-0.41576734,-1.2571158,-0.1354193
40,0.44240502,-1.2246883,-0.3535557,-1.2928637,-0.018204948
41,0.4261609,-1.1171001,-0.42410088,-1.2812856,-0.14528671
42,0.3526104,-1.0801325,-0.4773967,-1.2746954,-0.13549478
43,0.3960033,-1.1459619,-0.46739522,-1.3266912,-0.10203673
44,0.36731547,-1.1804603,-0.3822483,-1.2851274,-0.028890684
