,0,1,2,3,4
0,0.4089536,-1.277122,-0.072355464,-1.2784275,0.26551804
1,0.45158285,-1.1579757,-0.24935365,-1.3239113,0.33068916
2,0.42482588,-1.298685,-0.08172302,-1.284547,0.3325693
3,0.45286372,-1.0936797,-0.11499745,-1.3435962,0.38868323
4,0.36786047,-1.1857094,-0.11635753,-1.2861677,0.39628997
5,0.32090333,-1.1715986,-0.19977696,-1.2402992,0.268156
6,0.4449406,-1.2094315,-0.14764546,-1.2484168,0.32185215
7,0.45620686,-1.2459762,-0.24493805,-1.1728122,0.36890766
8,0.32185107,-1.1703688,-0.19904865,-1.2937886,0.30854133
9,0.45895696,-1.2197183,-0.12264885,-1.3177392,0.22024144
10,0.35151085,-1.1331271,-0.22259712,-1.3330438,0.2358351
11,0.45547634,-1.2891867,-0.12065247,-1.2227471,0.29308686
12,0.43460983,-1.1801103,-0.07136877,-1.2553787,0.24291013
13,0.36623517,-1.1057658,-0.20753796,-1.2275571,0.38039553
14,0.32389057,-1.2586282,-0.12077599,-1.3196796,0.35689217
15,0.32654992,-1.2346306,-0.17731337,-1.3199006,0.37431872
16,0.39031032,-1.2401032,-0.19640838,-1.2653112,0.38375363
17,0.404096,-1.1693029,-0.19400732,-1.2404983,0.27149487
18,0.44632202,-1.2476623,-0.19070473,-1.1672486,0.36655906
19,0.3927656,-1.2180687,-0.052989572,-1.1774209,0.3520905
20,0.4117141,-1.152937,-0.16077426,-1.2302476,0.2850337
21,0.3900045,-1.1485544,-0.24622643,-1.3394474,0.22010487
22,0.47685367,-1.1596713,-0.24289419,-1.2646482,0.3650421
23,0.3688057,-1.2402934,-0.22197527,-1.2708861,0.26837948
24,0.3311107,-1.1406292,-0.1955659,-1.2873485,0.31748447
25,0.32189435,-1.1159831,-0.17029609,-1.3038673,0.3868362
26,0.41759142,-1.2213141,-0.070644975,-1.2837123,0.33294377
27,0.44173515,-1.245434,-0.20882581,-1.3125237,0.25371876
28,0.43546647,-1.1897008,-0.23376234,-1.3033507,0.3969226
29,0.4058539,-1.2880588,-0.11350739,-1.2775062,0.36705476
30,0.4941717,-1.2328608,-0.05970286,-1.1646034,0.26608634
31,0.5270165,-1.1518126,-0.17656088,-1.398648,0.31501985
32,0.4738801,-1.1874725,-0.26604337,-1.1956397,0.3016805
33,0.36043477,-1.2155442,-0.12591848,-1.2960179,0.28918514
34,0.3889306,-1.1997017,-0.17333992,-1.3092902,0.26679006
35,0.40199393,-1.1858294,-0.09083402,-1.2168461,0.29900315
