,0,1,2,3,4
0,0.3084693,-1.4615188,0.032238133,-1.0882379,0.19867447
1,0.22383231,-1.416029,-0.10223965,-1.1657319,0.12369537
2,0.34533283,-1.5021306,-0.0012346245,-1.0921662,0.19068852
3,0.31053907,-1.4212898,-0.065272115,-1.0923157,0.16802442
4,0.39435396,-1.3961676,-0.009873343,-1.1415073,0.05623241
5,0.23443246,-1.3813269,0.042385202,-1.0846064,0.20047176
6,0.37467632,-1.3833493,-0.0830118,-1.1020678,0.16829331
7,0.29978007,-1.4005685,0.038532436,-1.0972509,0.16526335
8,0.2518803,-1.3753183,-0.074969254,-1.1664982,0.14889166
9,0.4163653,-1.3292887,0.04475929,-1.2163559,0.09139316
10,0.2864479,-1.4678888,0.06534983,-1.0842203,0.20551597
11,0.2530382,-1.4157479,-0.058648642,-1.1331034,0.115230136
12,0.34288788,-1.3170667,-0.10895918,-1.081816,0.22133179
13,0.2733618,-1.409012,-0.10703064,-1.1326123,0.14100513
14,0.2969704,-1.4003109,-0.058263257,-1.1193937,0.06871984
15,0.19947317,-1.2946353,0.01363606,-1.2042993,0.19495021
16,0.2927081,-1.4116302,0.021013154,-1.0892966,0.05531601
17,0.35457686,-1.406754,-0.02407796,-1.1178688,0.22137521
18,0.36778897,-1.3928527,-0.0460611,-1.2611223,0.11107897
19,0.28024542,-1.4083637,-0.025676202,-1.1202517,0.19056931
20,0.25211707,-1.3387189,0.059402525,-1.1459137,0.106100745
21,0.22995447,-1.4514532,-0.08272652,-1.1188412,0.072668225
22,0.38457337,-1.4225243,-0.079468,-1.1323022,0.17473264
23,0.3681736,-1.3771498,-0.09692322,-1.120686,0.22994357
24,0.25177386,-1.3499761,-0.042372506,-1.1254954,0.115877494
25,0.23005234,-1.4415083,-0.08467398,-1.1669023,0.14515083
26,0.30915776,-1.3951441,-0.037209414,-1.0605892,0.24143617
27,0.27020004,-1.4308134,0.05089648,-1.0676912,0.15715618
28,0.31642157,-1.3666337,-0.0915636,-1.2331821,0.20619996
29,0.3880074,-1.373684,0.015472601,-1.0507208,0.18411231
30,0.26055104,-1.3721726,-0.10937057,-1.1307201,0.18541616
31,0.40521157,-1.3513211,0.04621682,-1.1642178,0.076537766
32,0.4022304,-1.3683496,0.015487188,-1.1126603,0.16122061
33,0.331775,-1.363996,-0.09716807,-1.1307033,0.21235271
34,0.25628307,-1.4069397,-0.11331191,-1.1547924,0.18425024
35,0.28361243,-1.3984656,-0.0840071,-1.120714,0.054677825
36,0.31057107,-1.3224965,-0.12710996,-1.1239588,0.16079779
37,0.22966704,-1.3664829,-0.09384095,-1.1123145,0.06304759
38,0.33602384,-1.3768982,-0.07129317,-1.0527513,0.20663458
39,0.35904986,-1.4361172,-0.00898771,-1.0537521,0.16827416
40,0.23367698,-1.4486809,0.049412496,-1.1017075,0.15137541
41,0.25369254,-1.3897767,0.0030648233,-1.1176943,0.06681631
42,0.24340414,-1.4015691,-0.0020914814,-1.1463078,0.25324866
43,0.27230337,-1.3825178,0.005219185,-1.0517709,0.073203206
44,0.34393877,-1.4181733,-0.057150498,-1.1308119,0.23585418
45,0.20884103,-1.3983334,-0.019277133,-1.1755816,0.07859604
46,0.3279877,-1.3953248,-0.08487844,-1.0450009,0.24593608
47,0.2330801,-1.4490933,0.0237841,-1.0354298,0.15967797
48,0.20657699,-1.4530247,0.039792612,-1.184565,0.11182662
49,0.32066843,-1.3492447,-0.06809227,-1.0738257,0.1795497
