,0,1,2,3,4
0,0.21521318,-1.1972396,-0.17286223,-1.3116664,0.06990797
1,0.26975942,-1.1970054,-0.03676263,-1.3103292,0.10396619
2,0.33961105,-1.1941575,-0.20733844,-1.2993634,0.09071295
3,0.38637114,-1.1425784,-0.17738146,-1.38665,0.10064031
4,0.3850244,-1.1775036,-0.06452323,-1.3621554,0.21246128
5,0.28038698,-1.217272,-0.19916607,-1.3867744,0.060463548
6,0.23857863,-1.2541664,-0.20158865,-1.3055781,0.06212696
7,0.23752388,-1.1856072,-0.20217015,-1.3677362,0.152796
8,0.29802552,-1.2641809,-0.1198894,-1.2718683,0.021913238
9,0.3649019,-1.2110846,-0.19769634,-1.2939608,0.013304957
10,0.32747534,-1.1471539,-0.115233526,-1.4356582,0.16267872
11,0.3148247,-1.1839156,-0.14911683,-1.2794317,0.002801546
12,0.34638873,-1.261412,-0.23853076,-1.3572116,0.07363587
13,0.2889699,-1.2609578,-0.091585144,-1.3911337,0.13896807
14,0.24711457,-1.1973255,-0.101457074,-1.3612369,0.08120087
15,0.35489455,-1.1076499,-0.08975605,-1.3137516,0.10809086
16,0.257812,-1.284289,-0.19327888,-1.3021948,0.1787317
17,0.3113813,-1.251991,-0.2051411,-1.2654017,0.16610609
18,0.2350382,-1.1476563,-0.047586136,-1.3781618,0.038439777
19,0.29626667,-1.1606373,-0.09735204,-1.3809065,-0.020884434
20,0.3618045,-1.2242796,-0.10977621,-1.3563654,0.17056288
21,0.29816362,-1.301611,-0.084261626,-1.3472236,-0.006862201
22,0.3754354,-1.1547426,-0.14090498,-1.3804314,0.15247886
23,0.36952624,-1.2158654,-0.19686322,-1.2935748,0.10823901
24,0.33946782,-1.3004494,-0.12272218,-1.273062,0.09397257
25,0.25435534,-1.2750902,-0.20019019,-1.295571,0.19915296
26,0.39690575,-1.2966238,-0.11112293,-1.33215,0.1256253
27,0.26585093,-1.1935257,-0.20535491,-1.3444376,0.20744264
28,0.2334413,-1.160226,-0.11411886,-1.3152187,0.028438486
29,0.26162896,-1.221302,-0.17728299,-1.2392813,0.05456823
