,0,1,2,3,4
0,-0.043152366,-1.3209826,-0.105555825,-1.294933,0.30127066
1,0.015306372,-1.2967926,-0.27705964,-1.187465,0.36714762
2,-0.00018788675,-1.3563007,-0.24708699,-1.1719037,0.36916006
3,-0.13798004,-1.2796813,-0.2932972,-1.2788271,0.23912074
4,-0.06114109,-1.2327988,-0.21310642,-1.2329538,0.22731146
5,0.018109165,-1.2959678,-0.15942971,-1.2937111,0.35095567
6,-0.05450365,-1.3299148,-0.23577312,-1.2930149,0.32544604
7,-0.072243966,-1.2694768,-0.1156117,-1.2797177,0.27651995
8,-0.05879415,-1.2736486,-0.08755595,-1.184305,0.18500857
9,-0.018194819,-1.1834011,-0.16105789,-1.2662386,0.23906301
10,-0.013695764,-1.3241091,-0.18608636,-1.125614,0.30749932
11,-0.11991545,-1.3970461,-0.12207488,-1.2440289,0.26644138
12,-0.055785827,-1.2440566,-0.14642684,-1.3325278,0.17961624
13,-0.120647065,-1.3021581,-0.20067157,-1.3026243,0.25287366
14,-0.1271792,-1.3075514,-0.20453468,-1.286309,0.2663283
15,-0.12468526,-1.2589213,-0.25001878,-1.2203587,0.3174295
16,0.05282583,-1.2431906,-0.29808593,-1.3643544,0.24064954
17,-0.12996289,-1.2375194,-0.14334224,-1.2320849,0.37006307
18,-0.035208337,-1.3145006,-0.25517264,-1.2686453,0.30863985
19,-0.12451748,-1.2777961,-0.17494228,-1.262278,0.3787212
20,-0.09174477,-1.212528,-0.26017854,-1.2645409,0.33863443
21,-0.006341228,-1.3139266,-0.29709914,-1.1957933,0.28520027
22,-0.06389988,-1.272604,-0.2480005,-1.223316,0.23821318
23,-0.08928592,-1.3637129,-0.12814131,-1.2693735,0.20927674
24,-0.05117747,-1.3041028,-0.22000602,-1.1971494,0.25864336
25,-0.112440325,-1.1567912,-0.2041032,-1.2090851,0.34586126
26,-0.06021703,-1.3816938,-0.29204673,-1.1481141,0.37386757
27,0.041494552,-1.2370988,-0.23707955,-1.3268745,0.34416088
28,0.048392367,-1.3318259,-0.29484692,-1.2115424,0.2148585
29,0.05357501,-1.2312353,-0.2763059,-1.2543331,0.26763692
30,-0.005708789,-1.3827758,-0.17102817,-1.1890291,0.2740317
31,0.00045440093,-1.2458677,-0.15648952,-1.2385292,0.33351064
32,-0.09393945,-1.260168,-0.13623998,-1.165573,0.36007336
33,0.014170661,-1.2821409,-0.16258302,-1.1030821,0.26974946
34,0.044216,-1.2163988,-0.18280475,-1.2937251,0.32984433
35,-0.1462413,-1.2985699,-0.270025,-1.2632561,0.19213192
36,-0.13981403,-1.2764188,-0.26475647,-1.2939757,0.28826326
37,0.00029507116,-1.324252,-0.14389913,-1.2816377,0.22033848
38,-0.068602316,-1.2348641,-0.20486288,-1.2452223,0.21953416
39,-0.12563783,-1.2793934,-0.092147276,-1.1873093,0.28978083
40,-0.099437475,-1.2643441,-0.119451,-1.1923413,0.31239504
41,-0.00038502962,-1.3204404,-0.15967478,-1.2312121,0.28264308
42,0.015332726,-1.2669308,-0.21175897,-1.2457554,0.2227417
43,-0.050186377,-1.2806274,-0.20405847,-1.2629935,0.2584882
44,-0.035469845,-1.3668952,-0.1622182,-1.279887,0.32817692
45,-0.07690108,-1.2886448,-0.27177045,-1.2171268,0.23862793
46,-0.13704419,-1.2652557,-0.22836754,-1.313427,0.22538306
47,-0.08944202,-1.3083336,-0.14144595,-1.2353411,0.20172176
48,-0.007670355,-1.2949721,-0.15948847,-1.224818,0.30904484
49,-0.021886246,-1.326163,-0.10051298,-1.2822788,0.27862132
50,-0.069163024,-1.2771448,-0.097443834,-1.2221051,0.37107363
51,0.007526666,-1.2325168,-0.15276928,-1.2958598,0.31032628
52,0.059864152,-1.3162733,-0.22618236,-1.2463577,0.231005
53,-0.043554835,-1.344546,-0.2438166,-1.1902652,0.22124416
54,-0.0155172115,-1.2656637,-0.16442637,-1.2448554,0.20026997
55,-0.117622845,-1.2995598,-0.20676732,-1.2466389,0.1989338
56,-0.008410577,-1.2847612,-0.2998625,-1.2578335,0.34213462
57,-0.0009447108,-1.3329653,-0.21913728,-1.2122643,0.33777398
58,-0.13779326,-1.3400346,-0.26315832,-1.2964569,0.26674265
59,-0.12516068,-1.2108259,-0.17921254,-1.1786368,0.35191956
60,0.028288899,-1.2857914,-0.18107198,-1.1731895,0.28307772
61,0.023651551,-1.2569585,-0.2169004,-1.1925783,0.3011272
62,-0.12481813,-1.3701105,-0.24962237,-1.2490811,0.19966766
63,-0.07470036,-1.3528876,-0.15855816,-1.2209233,0.3237166
64,-0.11138848,-1.2001196,-0.1653912,-1.2556664,0.23727146
65,-0.13173163,-1.3398818,-0.18251848,-1.3001629,0.28237483
66,0.020057734,-1.2358027,-0.26153317,-1.2186848,0.23016816
67,-0.12180091,-1.2747438,-0.12998171,-1.2732924,0.3601792
68,0.013534227,-1.3217357,-0.25427586,-1.2557191,0.20453751
69,-0.027500618,-1.221083,-0.24383268,-1.106724,0.36231118
70,-0.038643584,-1.2785716,-0.102350004,-1.2427616,0.29569888
71,0.0431517,-1.2177993,-0.13520424,-1.2471236,0.1942344
72,0.019596396,-1.3115636,-0.29871497,-1.2100155,0.28024277
73,-0.03550793,-1.2205088,-0.22038639,-1.2473859,0.3214544
74,-0.1374797,-1.2943821,-0.20909907,-1.3017796,0.19756801
75,-0.14562641,-1.3090461,-0.2290351,-1.2889047,0.36118895
76,-0.00039368874,-1.3650415,-0.17464237,-1.184785,0.30659777
77,-0.11167118,-1.2392955,-0.24169175,-1.2645379,0.25724572
78,0.0075480747,-1.2696408,-0.18017025,-1.1669954,0.30172744
79,-0.0790239,-1.3289052,-0.19148596,-1.2348136,0.23241329
80,-0.1257684,-1.3048273,-0.08853362,-1.2226379,0.19921203
81,-0.04123626,-1.2323349,-0.17623681,-1.2320753,0.36702332
82,-0.06870664,-1.2027639,-0.29344305,-1.2770898,0.19406594
83,0.05541374,-1.2547919,-0.24559858,-1.2452018,0.18534406
84,-0.08779525,-1.24439,-0.14624137,-1.2972275,0.29607087
85,0.025774598,-1.2943196,-0.27425066,-1.2473695,0.25591564
86,-0.13498957,-1.2100246,-0.21521027,-1.3008002,0.37107483
87,-0.08299948,-1.311442,-0.23705642,-1.1911297,0.24713995
88,-0.06258253,-1.2783582,-0.24379456,-1.276702,0.28558582
89,-0.0480143,-1.2844578,-0.23527938,-1.2162099,0.18225065
90,-0.12963331,-1.2185175,-0.26121357,-1.2333202,0.2786817
91,0.008531731,-1.1225297,-0.20569773,-1.2599686,0.34875384
92,-0.15318415,-1.3591626,-0.2967541,-1.3344796,0.25128537
93,-0.026875176,-1.2805364,-0.14896244,-1.2470875,0.19080351
94,-0.07778105,-1.282981,-0.24915515,-1.1834028,0.35567594
95,-0.053700477,-1.2541728,-0.155387,-1.2635573,0.18106578
96,-0.09203555,-1.3164393,-0.20915478,-1.2827696,0.3743055
97,0.018889915,-1.1773976,-0.11150605,-1.3077564,0.3126699
98,0.02160989,-1.2907941,-0.19611706,-1.2571318,0.33355007
99,-0.088390104,-1.3069445,-0.23403808,-1.2347625,0.24966927
100,0.011911936,-1.2744197,-0.2741331,-1.2263602,0.24961005
101,-0.05274664,-1.300145,-0.1575299,-1.2672944,0.33029425
102,0.010583982,-1.2506205,-0.25943115,-1.1952124,0.29036602
103,-0.07719581,-1.2784938,-0.17683528,-1.1881115,0.32800657
104,0.056483112,-1.2567686,-0.087970465,-1.243314,0.21657082
105,-0.08005081,-1.272882,-0.27585125,-1.2826154,0.37251645
106,-0.012233169,-1.2516931,-0.21452065,-1.3545669,0.22528182
107,-0.05144287,-1.3643214,-0.18460627,-1.2357677,0.22678661
108,0.06161138,-1.1505615,-0.22881646,-1.2659456,0.2834017
109,-0.0055105947,-1.2059163,-0.2532613,-1.1991605,0.28499377
110,0.00066372566,-1.3585781,-0.17039888,-1.2351593,0.38836563
111,-0.100367755,-1.2485113,-0.2753905,-1.207259,0.27876687
112,-0.0549105,-1.2913284,-0.2869517,-1.2516161,0.22658746
113,0.014505631,-1.1816212,-0.110994294,-1.2906495,0.24588992
114,-0.08562184,-1.3047179,-0.18690671,-1.197527,0.19599968
115,-0.11771988,-1.138568,-0.20003754,-1.2529241,0.3690927
116,-0.13804646,-1.2520708,-0.2673575,-1.3256103,0.24722701
117,-0.07276512,-1.3606683,-0.24271648,-1.1728927,0.27511922
118,0.03265697,-1.2692814,-0.17272465,-1.2896857,0.29210126
119,-0.09031624,-1.2345899,-0.17349291,-1.2661201,0.22445633
120,-0.0016068522,-1.3176161,-0.11547091,-1.1427689,0.25199282
121,-0.091412246,-1.2947038,-0.28742933,-1.3349411,0.24404974
122,-0.01945962,-1.2631903,-0.19468093,-1.2187189,0.20124911
123,-0.0585648,-1.2992444,-0.28035498,-1.2350338,0.25939783
124,0.044173423,-1.2729386,-0.27765375,-1.1362805,0.33025923
125,-0.10477325,-1.3672061,-0.13798508,-1.2295836,0.28688025
126,0.0072867936,-1.3590903,-0.24337932,-1.2914042,0.30620039
127,0.006713251,-1.2597398,-0.26986158,-1.222148,0.32775638
